day,month,year,age,job,marital,education,default,balance,housing,loan,contact,duration,campaign,pdays,previous,poutcome,y,age_group,uk_interest_rate,uk_unemployment_pct,uk_gdp_growth_pct,uk_inflation_pct,uk_avg_salary_gbp,uk_consumer_confidence,uk_household_debt_to_income
16,jun,2020,34,services,married,secondary,no,-62,yes,no,,109,3,-1,0,,0,26-35,0.1,4.9,−9.4,0.9,28500,−34,142.8
23,jul,2021,34,self-employed,married,tertiary,no,1972,yes,no,cellular,61,2,-1,0,,0,26-35,0.1,4.5,7.5,2.6,29600,−15,145.3
19,nov,2023,34,admin.,married,tertiary,no,899,yes,no,telephone,377,3,7,4,success,0,26-35,5.25,4.2,0.3,7.3,33000,−24,158.9
2,feb,2018,37,services,single,secondary,no,21,yes,no,cellular,96,1,271,2,other,0,36-45,0.75,4.1,1.3,2.5,28200,−9,138.7
8,may,2020,36,technician,married,secondary,no,23,yes,no,cellular,152,2,347,1,failure,0,36-45,0.1,4.9,−9.4,0.9,28500,−34,142.8
15,jun,2020,56,retired,married,secondary,no,-1206,yes,no,cellular,382,2,-1,0,,1,56-65,0.1,4.9,−9.4,0.9,28500,−34,142.8
23,jul,2021,49,blue-collar,married,primary,no,0,yes,yes,telephone,97,6,-1,0,,0,46-55,0.1,4.5,7.5,2.6,29600,−15,145.3
29,jul,2021,33,self-employed,married,secondary,no,215,yes,no,cellular,543,12,-1,0,,0,26-35,0.1,4.5,7.5,2.6,29600,−15,145.3
20,nov,2023,30,management,single,tertiary,no,1372,no,no,cellular,240,2,-1,0,,0,26-35,5.25,4.2,0.3,7.3,33000,−24,158.9
17,jun,2020,36,services,married,secondary,no,1981,no,no,,48,2,-1,0,,0,36-45,0.1,4.9,−9.4,0.9,28500,−34,142.8
5,jun,2020,23,student,single,secondary,no,9216,no,no,cellular,471,2,-1,0,,0,18-25,0.1,4.9,−9.4,0.9,28500,−34,142.8
30,jul,2021,57,retired,divorced,secondary,no,39,yes,no,cellular,354,3,-1,0,,0,56-65,0.1,4.5,7.5,2.6,29600,−15,145.3
30,may,2020,27,blue-collar,single,secondary,no,5563,yes,no,,435,2,-1,0,,0,26-35,0.1,4.9,−9.4,0.9,28500,−34,142.8
21,nov,2023,38,services,married,secondary,no,1,no,yes,cellular,152,2,-1,0,,0,36-45,5.25,4.2,0.3,7.3,33000,−24,158.9
3,apr,2019,42,technician,married,tertiary,no,782,no,no,cellular,285,1,-1,0,,0,36-45,0.75,3.8,1.6,1.8,29000,−14,137.1
15,apr,2019,75,retired,married,secondary,no,3771,no,no,telephone,185,1,181,2,success,1,65+,0.75,3.8,1.6,1.8,29000,−14,137.1
4,may,2020,34,technician,single,tertiary,no,992,yes,no,cellular,301,1,88,2,success,0,26-35,0.1,4.9,−9.4,0.9,28500,−34,142.8
6,aug,2021,48,technician,married,secondary,no,1526,no,no,cellular,273,2,-1,0,,0,46-55,0.1,4.5,7.5,2.6,29600,−15,145.3
19,aug,2021,35,technician,single,tertiary,no,2658,yes,no,cellular,768,2,141,3,failure,1,26-35,0.1,4.5,7.5,2.6,29600,−15,145.3
19,nov,2023,39,management,divorced,tertiary,no,1315,yes,no,cellular,1337,4,126,1,failure,0,36-45,5.25,4.2,0.3,7.3,33000,−24,158.9
21,apr,2019,29,blue-collar,single,tertiary,no,455,no,no,telephone,403,1,-1,0,,1,26-35,0.75,3.8,1.6,1.8,29000,−14,137.1
18,nov,2023,45,technician,single,tertiary,no,0,yes,no,cellular,139,2,-1,0,,0,36-45,5.25,4.2,0.3,7.3,33000,−24,158.9
9,jul,2021,42,technician,married,secondary,no,2030,yes,yes,cellular,196,1,-1,0,,0,36-45,0.1,4.5,7.5,2.6,29600,−15,145.3
8,jul,2021,29,technician,married,secondary,no,1599,yes,no,cellular,115,1,61,1,failure,0,26-35,0.1,4.5,7.5,2.6,29600,−15,145.3
2,feb,2018,38,services,single,secondary,no,-196,yes,no,cellular,60,1,271,1,failure,0,36-45,0.75,4.1,1.3,2.5,28200,−9,138.7
28,aug,2021,56,retired,married,secondary,no,1333,no,no,cellular,17,14,-1,0,,0,56-65,0.1,4.5,7.5,2.6,29600,−15,145.3
13,aug,2021,36,technician,single,secondary,no,9149,yes,no,cellular,141,3,-1,0,,0,36-45,0.1,4.5,7.5,2.6,29600,−15,145.3
23,jun,2020,25,blue-collar,single,secondary,no,-350,yes,no,,95,3,-1,0,,0,18-25,0.1,4.9,−9.4,0.9,28500,−34,142.8
15,may,2020,38,technician,married,tertiary,no,432,yes,no,cellular,10,2,373,1,other,0,36-45,0.1,4.9,−9.4,0.9,28500,−34,142.8
19,nov,2023,57,self-employed,married,secondary,no,11494,no,no,cellular,198,1,-1,0,,0,56-65,5.25,4.2,0.3,7.3,33000,−24,158.9
12,aug,2021,31,management,married,tertiary,yes,-253,no,no,cellular,220,4,-1,0,,0,26-35,0.1,4.5,7.5,2.6,29600,−15,145.3
3,aug,2021,42,management,married,tertiary,no,372,yes,no,cellular,654,2,-1,0,,1,36-45,0.1,4.5,7.5,2.6,29600,−15,145.3
11,aug,2021,45,technician,married,secondary,no,1410,no,no,cellular,71,2,-1,0,,0,36-45,0.1,4.5,7.5,2.6,29600,−15,145.3
13,may,2020,30,blue-collar,married,secondary,no,975,yes,no,cellular,256,2,351,2,failure,0,26-35,0.1,4.9,−9.4,0.9,28500,−34,142.8
10,jul,2021,49,blue-collar,married,primary,no,305,yes,yes,telephone,834,10,-1,0,,0,46-55,0.1,4.5,7.5,2.6,29600,−15,145.3
21,aug,2021,49,services,married,secondary,no,400,no,no,cellular,151,3,-1,0,,0,46-55,0.1,4.5,7.5,2.6,29600,−15,145.3
31,jul,2021,53,retired,married,tertiary,no,-22,yes,no,cellular,20,3,-1,0,,0,46-55,0.1,4.5,7.5,2.6,29600,−15,145.3
26,may,2020,37,technician,married,secondary,no,4030,yes,no,,178,5,-1,0,,0,36-45,0.1,4.9,−9.4,0.9,28500,−34,142.8
26,may,2020,49,blue-collar,married,primary,no,365,no,no,,59,2,-1,0,,0,46-55,0.1,4.9,−9.4,0.9,28500,−34,142.8
13,aug,2021,41,self-employed,married,primary,no,204,no,no,cellular,111,7,-1,0,,0,36-45,0.1,4.5,7.5,2.6,29600,−15,145.3
20,nov,2023,54,management,married,primary,no,1691,yes,no,cellular,186,1,-1,0,,0,46-55,5.25,4.2,0.3,7.3,33000,−24,158.9
6,may,2020,32,services,single,secondary,no,406,yes,no,,227,1,-1,0,,0,26-35,0.1,4.9,−9.4,0.9,28500,−34,142.8
15,may,2020,33,technician,married,secondary,no,-204,no,no,cellular,297,3,-1,0,,0,26-35,0.1,4.9,−9.4,0.9,28500,−34,142.8
20,apr,2019,33,technician,married,secondary,no,359,yes,no,cellular,210,1,242,1,other,0,26-35,0.75,3.8,1.6,1.8,29000,−14,137.1
18,may,2020,36,blue-collar,married,primary,no,123,yes,no,cellular,9,1,-1,0,,0,36-45,0.1,4.9,−9.4,0.9,28500,−34,142.8
23,sep,2022,35,technician,married,tertiary,no,0,yes,yes,cellular,112,1,62,6,other,0,26-35,1.75,3.7,4.1,9.1,31000,−41,152.6
25,aug,2021,52,,married,secondary,no,142,no,no,cellular,112,6,-1,0,,0,46-55,0.1,4.5,7.5,2.6,29600,−15,145.3
9,jun,2020,40,entrepreneur,married,tertiary,no,3571,no,no,,222,3,-1,0,,0,36-45,0.1,4.9,−9.4,0.9,28500,−34,142.8
13,may,2020,44,technician,single,secondary,no,33,yes,no,cellular,195,3,351,10,failure,0,36-45,0.1,4.9,−9.4,0.9,28500,−34,142.8
26,jul,2021,45,blue-collar,single,secondary,no,0,yes,no,cellular,768,2,91,5,success,0,36-45,0.1,4.5,7.5,2.6,29600,−15,145.3
26,jan,2018,30,student,single,secondary,no,3096,no,no,cellular,123,1,-1,0,,0,26-35,0.75,4.1,1.3,2.5,28200,−9,138.7
27,aug,2021,48,technician,divorced,secondary,yes,20,no,no,cellular,145,3,-1,0,,0,46-55,0.1,4.5,7.5,2.6,29600,−15,145.3
2,apr,2019,33,blue-collar,married,secondary,no,3576,yes,no,cellular,124,1,308,2,other,0,26-35,0.75,3.8,1.6,1.8,29000,−14,137.1
5,may,2020,57,technician,married,,no,206,yes,no,,216,3,-1,0,,0,56-65,0.1,4.9,−9.4,0.9,28500,−34,142.8
6,jun,2020,57,housemaid,married,primary,no,7082,no,no,,69,3,-1,0,,0,56-65,0.1,4.9,−9.4,0.9,28500,−34,142.8
22,jul,2021,51,unemployed,married,tertiary,no,1634,yes,no,cellular,168,4,-1,0,,0,46-55,0.1,4.5,7.5,2.6,29600,−15,145.3
22,jul,2021,34,admin.,single,secondary,no,1,yes,no,cellular,483,7,-1,0,,0,26-35,0.1,4.5,7.5,2.6,29600,−15,145.3
19,nov,2023,50,self-employed,married,tertiary,no,4012,no,no,cellular,690,3,-1,0,,0,46-55,5.25,4.2,0.3,7.3,33000,−24,158.9
28,aug,2021,44,management,married,tertiary,no,3762,no,no,cellular,125,12,-1,0,,0,36-45,0.1,4.5,7.5,2.6,29600,−15,145.3
4,jun,2020,27,admin.,married,secondary,no,-247,yes,yes,,344,2,-1,0,,0,26-35,0.1,4.9,−9.4,0.9,28500,−34,142.8
14,may,2020,50,blue-collar,married,secondary,no,606,yes,no,,673,2,-1,0,,0,46-55,0.1,4.9,−9.4,0.9,28500,−34,142.8
28,jan,2018,36,management,married,tertiary,no,0,yes,no,cellular,60,1,250,1,other,0,36-45,0.75,4.1,1.3,2.5,28200,−9,138.7
12,may,2020,42,management,married,secondary,no,-189,yes,no,,247,2,-1,0,,0,36-45,0.1,4.9,−9.4,0.9,28500,−34,142.8
27,may,2020,32,unemployed,single,secondary,no,0,no,no,cellular,123,2,-1,0,,0,26-35,0.1,4.9,−9.4,0.9,28500,−34,142.8
11,jul,2021,42,management,married,tertiary,no,484,yes,no,cellular,144,2,-1,0,,0,36-45,0.1,4.5,7.5,2.6,29600,−15,145.3
8,may,2020,43,technician,married,secondary,no,0,no,yes,cellular,9,2,172,5,failure,0,36-45,0.1,4.9,−9.4,0.9,28500,−34,142.8
9,feb,2018,31,management,married,tertiary,no,395,yes,no,cellular,155,3,-1,0,,0,26-35,0.75,4.1,1.3,2.5,28200,−9,138.7
14,aug,2021,32,management,married,tertiary,no,2349,no,no,cellular,134,5,-1,0,,0,26-35,0.1,4.5,7.5,2.6,29600,−15,145.3
11,jul,2021,55,blue-collar,divorced,primary,no,410,no,yes,cellular,221,2,-1,0,,0,46-55,0.1,4.5,7.5,2.6,29600,−15,145.3
3,feb,2018,58,retired,married,primary,no,3401,yes,no,cellular,84,3,265,2,failure,0,56-65,0.75,4.1,1.3,2.5,28200,−9,138.7
8,aug,2021,46,blue-collar,married,primary,no,222,no,no,cellular,71,2,-1,0,,0,46-55,0.1,4.5,7.5,2.6,29600,−15,145.3
23,may,2020,55,blue-collar,married,secondary,no,989,yes,yes,,246,4,-1,0,,0,46-55,0.1,4.9,−9.4,0.9,28500,−34,142.8
23,jul,2021,34,management,married,tertiary,no,415,no,yes,cellular,361,2,-1,0,,0,26-35,0.1,4.5,7.5,2.6,29600,−15,145.3
12,aug,2021,28,unemployed,single,secondary,no,16,no,no,cellular,119,4,-1,0,,0,26-35,0.1,4.5,7.5,2.6,29600,−15,145.3
29,jul,2021,42,technician,divorced,tertiary,no,7190,yes,no,cellular,375,2,-1,0,,0,36-45,0.1,4.5,7.5,2.6,29600,−15,145.3
10,jul,2021,29,blue-collar,single,secondary,no,482,no,yes,cellular,1097,3,-1,0,,1,26-35,0.1,4.5,7.5,2.6,29600,−15,145.3
25,jul,2021,54,housemaid,married,secondary,no,209,yes,yes,cellular,97,1,-1,0,,0,46-55,0.1,4.5,7.5,2.6,29600,−15,145.3
26,aug,2021,32,technician,single,secondary,no,0,no,no,cellular,181,2,-1,0,,0,26-35,0.1,4.5,7.5,2.6,29600,−15,145.3
2,feb,2018,39,technician,single,tertiary,no,5803,no,no,cellular,83,3,-1,0,,0,36-45,0.75,4.1,1.3,2.5,28200,−9,138.7
21,jul,2021,53,entrepreneur,married,tertiary,no,624,no,yes,cellular,180,4,-1,0,,0,46-55,0.1,4.5,7.5,2.6,29600,−15,145.3
18,aug,2021,58,technician,married,tertiary,no,883,no,no,cellular,543,1,78,2,failure,0,56-65,0.1,4.5,7.5,2.6,29600,−15,145.3
23,may,2020,40,self-employed,married,secondary,no,1516,yes,yes,,373,1,-1,0,,0,36-45,0.1,4.9,−9.4,0.9,28500,−34,142.8
7,may,2020,29,student,single,secondary,no,872,yes,no,,230,1,-1,0,,0,26-35,0.1,4.9,−9.4,0.9,28500,−34,142.8
15,jul,2021,33,technician,married,tertiary,no,-988,yes,yes,cellular,83,3,-1,0,,0,26-35,0.1,4.5,7.5,2.6,29600,−15,145.3
31,jul,2021,38,admin.,single,secondary,no,902,yes,no,telephone,58,13,-1,0,,0,36-45,0.1,4.5,7.5,2.6,29600,−15,145.3
29,jul,2021,56,services,divorced,secondary,no,1007,no,no,cellular,88,6,-1,0,,0,56-65,0.1,4.5,7.5,2.6,29600,−15,145.3
2,jun,2020,40,services,married,secondary,no,0,yes,no,cellular,297,1,28,3,failure,0,36-45,0.1,4.9,−9.4,0.9,28500,−34,142.8
18,may,2020,24,blue-collar,single,secondary,no,174,yes,yes,cellular,487,1,-1,0,,1,18-25,0.1,4.9,−9.4,0.9,28500,−34,142.8
20,jun,2020,46,management,married,secondary,no,12186,no,no,,29,3,-1,0,,0,46-55,0.1,4.9,−9.4,0.9,28500,−34,142.8
21,nov,2023,35,self-employed,married,secondary,no,524,yes,no,cellular,484,4,-1,0,,0,26-35,5.25,4.2,0.3,7.3,33000,−24,158.9
21,jul,2021,35,blue-collar,single,tertiary,no,0,yes,no,cellular,262,4,-1,0,,0,26-35,0.1,4.5,7.5,2.6,29600,−15,145.3
15,may,2020,34,technician,married,secondary,no,4,yes,no,,644,1,-1,0,,0,26-35,0.1,4.9,−9.4,0.9,28500,−34,142.8
12,aug,2021,35,housemaid,married,tertiary,no,11219,no,no,cellular,699,2,79,1,failure,0,26-35,0.1,4.5,7.5,2.6,29600,−15,145.3
28,aug,2021,38,technician,single,tertiary,no,0,no,no,cellular,247,2,-1,0,,0,36-45,0.1,4.5,7.5,2.6,29600,−15,145.3
18,nov,2023,50,blue-collar,married,primary,no,5776,no,no,cellular,49,3,-1,0,,0,46-55,5.25,4.2,0.3,7.3,33000,−24,158.9
13,may,2020,51,blue-collar,divorced,primary,no,37,yes,no,cellular,341,1,-1,0,,0,46-55,0.1,4.9,−9.4,0.9,28500,−34,142.8
13,may,2020,59,self-employed,married,tertiary,no,593,no,no,,64,2,-1,0,,0,56-65,0.1,4.9,−9.4,0.9,28500,−34,142.8
20,apr,2019,32,blue-collar,married,secondary,no,1148,yes,no,cellular,121,1,-1,0,,0,26-35,0.75,3.8,1.6,1.8,29000,−14,137.1
2,jun,2020,37,blue-collar,single,secondary,no,3561,yes,no,,98,1,-1,0,,0,36-45,0.1,4.9,−9.4,0.9,28500,−34,142.8
16,may,2020,42,admin.,divorced,secondary,no,63,no,no,,88,6,-1,0,,0,36-45,0.1,4.9,−9.4,0.9,28500,−34,142.8
20,jun,2020,40,student,married,secondary,no,260,no,no,,197,6,-1,0,,0,36-45,0.1,4.9,−9.4,0.9,28500,−34,142.8
9,may,2020,28,technician,single,tertiary,no,2269,yes,no,,331,1,-1,0,,0,26-35,0.1,4.9,−9.4,0.9,28500,−34,142.8
6,jun,2020,47,admin.,married,secondary,no,1060,yes,no,,83,3,-1,0,,0,46-55,0.1,4.9,−9.4,0.9,28500,−34,142.8
26,may,2020,27,self-employed,married,secondary,no,-220,yes,no,,138,2,-1,0,,0,26-35,0.1,4.9,−9.4,0.9,28500,−34,142.8
17,jul,2021,41,management,married,tertiary,no,49,yes,no,cellular,312,5,-1,0,,0,36-45,0.1,4.5,7.5,2.6,29600,−15,145.3
4,aug,2021,34,admin.,married,tertiary,no,69,no,yes,cellular,120,3,1,6,success,1,26-35,0.1,4.5,7.5,2.6,29600,−15,145.3
7,aug,2021,50,blue-collar,married,primary,no,4108,yes,no,cellular,526,2,-1,0,,1,46-55,0.1,4.5,7.5,2.6,29600,−15,145.3
28,may,2020,47,blue-collar,married,secondary,no,480,yes,no,,211,2,-1,0,,0,46-55,0.1,4.9,−9.4,0.9,28500,−34,142.8
18,aug,2021,53,services,married,secondary,no,4994,no,no,cellular,62,6,-1,0,,0,46-55,0.1,4.5,7.5,2.6,29600,−15,145.3
15,jul,2021,53,technician,divorced,secondary,no,0,yes,yes,cellular,135,5,-1,0,,0,46-55,0.1,4.5,7.5,2.6,29600,−15,145.3
14,aug,2021,47,management,married,tertiary,no,3681,no,no,cellular,101,2,-1,0,,0,46-55,0.1,4.5,7.5,2.6,29600,−15,145.3
30,jul,2021,49,entrepreneur,divorced,,yes,-701,yes,no,cellular,988,2,-1,0,,1,46-55,0.1,4.5,7.5,2.6,29600,−15,145.3
28,jan,2018,29,management,married,tertiary,no,451,no,no,cellular,451,1,-1,0,,0,26-35,0.75,4.1,1.3,2.5,28200,−9,138.7
23,may,2020,45,blue-collar,divorced,primary,no,-311,yes,no,,1030,1,-1,0,,1,36-45,0.1,4.9,−9.4,0.9,28500,−34,142.8
24,jul,2021,38,entrepreneur,married,secondary,no,593,yes,yes,cellular,1484,24,-1,0,,1,36-45,0.1,4.5,7.5,2.6,29600,−15,145.3
9,apr,2019,32,blue-collar,married,secondary,no,759,yes,no,cellular,317,5,-1,0,,1,26-35,0.75,3.8,1.6,1.8,29000,−14,137.1
18,may,2020,70,retired,divorced,primary,no,4531,no,no,cellular,445,1,-1,0,,0,65+,0.1,4.9,−9.4,0.9,28500,−34,142.8
1,jun,2020,65,retired,divorced,primary,no,1840,no,no,cellular,383,2,188,5,failure,0,56-65,0.1,4.9,−9.4,0.9,28500,−34,142.8
22,jul,2021,56,blue-collar,married,secondary,no,345,yes,no,telephone,605,1,-1,0,,0,56-65,0.1,4.5,7.5,2.6,29600,−15,145.3
14,jul,2021,35,blue-collar,married,secondary,no,1287,yes,no,cellular,330,2,-1,0,,0,26-35,0.1,4.5,7.5,2.6,29600,−15,145.3
25,jul,2021,56,management,married,,no,353,no,yes,cellular,171,2,-1,0,,0,56-65,0.1,4.5,7.5,2.6,29600,−15,145.3
23,jul,2021,56,technician,married,secondary,no,205,no,yes,cellular,442,2,-1,0,,0,56-65,0.1,4.5,7.5,2.6,29600,−15,145.3
17,apr,2019,49,entrepreneur,married,secondary,no,687,yes,no,cellular,772,1,-1,0,,1,46-55,0.75,3.8,1.6,1.8,29000,−14,137.1
8,may,2020,38,unemployed,married,primary,no,1147,yes,yes,,249,5,-1,0,,0,36-45,0.1,4.9,−9.4,0.9,28500,−34,142.8
9,may,2020,35,management,married,tertiary,no,4286,yes,no,,357,1,-1,0,,0,26-35,0.1,4.9,−9.4,0.9,28500,−34,142.8
18,nov,2023,38,admin.,married,tertiary,no,605,no,no,cellular,147,2,-1,0,,0,36-45,5.25,4.2,0.3,7.3,33000,−24,158.9
6,may,2020,49,blue-collar,married,secondary,no,8545,yes,yes,cellular,199,7,167,1,failure,0,46-55,0.1,4.9,−9.4,0.9,28500,−34,142.8
28,jan,2018,55,management,married,,no,559,no,no,cellular,271,2,-1,0,,0,46-55,0.75,4.1,1.3,2.5,28200,−9,138.7
30,jul,2021,43,blue-collar,single,primary,no,2,yes,no,cellular,783,3,-1,0,,0,36-45,0.1,4.5,7.5,2.6,29600,−15,145.3
20,aug,2021,43,management,married,tertiary,no,2,no,yes,cellular,472,2,-1,0,,0,36-45,0.1,4.5,7.5,2.6,29600,−15,145.3
27,may,2020,25,admin.,single,tertiary,no,760,yes,no,cellular,223,3,89,2,failure,1,18-25,0.1,4.9,−9.4,0.9,28500,−34,142.8
21,may,2020,30,blue-collar,married,primary,no,1317,yes,no,,395,2,-1,0,,0,26-35,0.1,4.9,−9.4,0.9,28500,−34,142.8
4,feb,2018,46,blue-collar,married,secondary,no,182,no,no,cellular,56,1,-1,0,,0,46-55,0.75,4.1,1.3,2.5,28200,−9,138.7
17,jun,2020,50,admin.,married,primary,no,276,no,yes,,641,6,-1,0,,0,46-55,0.1,4.9,−9.4,0.9,28500,−34,142.8
4,may,2020,35,entrepreneur,married,secondary,no,2971,no,no,cellular,429,4,164,2,failure,1,26-35,0.1,4.9,−9.4,0.9,28500,−34,142.8
31,may,2020,26,unemployed,single,secondary,no,1064,no,no,,113,1,-1,0,,0,26-35,0.1,4.9,−9.4,0.9,28500,−34,142.8
20,jun,2020,45,admin.,married,,no,1783,no,no,,11,11,-1,0,,0,36-45,0.1,4.9,−9.4,0.9,28500,−34,142.8
2,feb,2018,37,blue-collar,married,secondary,no,-67,no,no,cellular,157,1,-1,0,,0,36-45,0.75,4.1,1.3,2.5,28200,−9,138.7
29,jul,2021,60,self-employed,single,tertiary,no,179,no,yes,cellular,79,4,-1,0,,0,56-65,0.1,4.5,7.5,2.6,29600,−15,145.3
4,aug,2021,38,management,married,tertiary,no,1199,no,no,cellular,178,1,1,1,success,1,36-45,0.1,4.5,7.5,2.6,29600,−15,145.3
9,jun,2020,47,blue-collar,married,primary,no,214,yes,yes,,168,1,-1,0,,0,46-55,0.1,4.9,−9.4,0.9,28500,−34,142.8
9,nov,2023,33,technician,married,secondary,no,6699,no,no,cellular,425,1,462,1,failure,0,26-35,5.25,4.2,0.3,7.3,33000,−24,158.9
19,nov,2023,51,unemployed,married,secondary,no,1760,no,yes,cellular,162,1,-1,0,,0,46-55,5.25,4.2,0.3,7.3,33000,−24,158.9
18,jul,2021,35,entrepreneur,single,tertiary,no,145,yes,no,cellular,799,2,-1,0,,1,26-35,0.1,4.5,7.5,2.6,29600,−15,145.3
29,dec,2023,35,unemployed,married,secondary,no,978,no,no,cellular,1370,3,209,3,success,1,26-35,5.25,4.2,0.3,7.3,33000,−24,158.9
28,may,2020,48,admin.,single,secondary,no,1150,yes,no,,357,1,-1,0,,0,46-55,0.1,4.9,−9.4,0.9,28500,−34,142.8
22,jul,2021,37,admin.,married,secondary,no,121,no,no,cellular,22,6,-1,0,,0,36-45,0.1,4.5,7.5,2.6,29600,−15,145.3
16,apr,2019,29,technician,single,tertiary,no,828,yes,no,cellular,215,3,321,3,other,0,26-35,0.75,3.8,1.6,1.8,29000,−14,137.1
31,jul,2021,34,admin.,married,secondary,no,244,yes,no,cellular,56,4,-1,0,,0,26-35,0.1,4.5,7.5,2.6,29600,−15,145.3
21,jul,2021,32,services,married,primary,no,228,yes,no,cellular,1017,6,-1,0,,1,26-35,0.1,4.5,7.5,2.6,29600,−15,145.3
16,apr,2019,30,management,single,tertiary,no,424,no,no,cellular,298,4,-1,0,,1,26-35,0.75,3.8,1.6,1.8,29000,−14,137.1
7,may,2020,47,management,divorced,tertiary,no,447,no,yes,,126,1,-1,0,,0,46-55,0.1,4.9,−9.4,0.9,28500,−34,142.8
20,sep,2022,33,blue-collar,married,primary,no,-195,no,no,,9,1,-1,0,,0,26-35,1.75,3.7,4.1,9.1,31000,−41,152.6
5,feb,2018,33,management,single,tertiary,no,1410,yes,no,cellular,8,1,254,5,failure,0,26-35,0.75,4.1,1.3,2.5,28200,−9,138.7
14,oct,2022,63,retired,married,primary,no,1084,no,no,cellular,201,1,183,1,success,0,56-65,1.75,3.7,4.1,9.1,31000,−41,152.6
6,may,2020,51,self-employed,divorced,primary,no,10924,no,no,cellular,106,2,-1,0,,0,46-55,0.1,4.9,−9.4,0.9,28500,−34,142.8
21,nov,2023,41,management,married,tertiary,no,832,yes,yes,cellular,164,1,176,1,failure,0,36-45,5.25,4.2,0.3,7.3,33000,−24,158.9
5,feb,2018,56,retired,married,tertiary,no,478,no,no,cellular,97,1,-1,0,,0,56-65,0.75,4.1,1.3,2.5,28200,−9,138.7
23,jul,2021,60,management,single,tertiary,no,0,no,yes,cellular,151,1,-1,0,,0,56-65,0.1,4.5,7.5,2.6,29600,−15,145.3
30,may,2020,41,self-employed,single,tertiary,no,3950,yes,no,,96,2,-1,0,,0,36-45,0.1,4.9,−9.4,0.9,28500,−34,142.8
16,apr,2019,37,management,single,,no,504,yes,no,cellular,555,1,-1,0,,0,36-45,0.75,3.8,1.6,1.8,29000,−14,137.1
11,may,2020,36,blue-collar,single,secondary,no,219,yes,yes,cellular,270,2,347,1,failure,0,36-45,0.1,4.9,−9.4,0.9,28500,−34,142.8
29,jul,2021,57,management,married,tertiary,no,1602,no,no,cellular,339,3,-1,0,,0,56-65,0.1,4.5,7.5,2.6,29600,−15,145.3
4,sep,2022,55,management,married,primary,no,2587,no,no,cellular,328,2,94,2,success,1,46-55,1.75,3.7,4.1,9.1,31000,−41,152.6
16,may,2020,44,admin.,married,secondary,no,0,yes,yes,,159,1,-1,0,,0,36-45,0.1,4.9,−9.4,0.9,28500,−34,142.8
6,may,2020,47,self-employed,married,tertiary,no,2303,yes,no,cellular,323,2,364,1,failure,0,46-55,0.1,4.9,−9.4,0.9,28500,−34,142.8
20,apr,2019,31,blue-collar,married,secondary,no,1660,yes,no,cellular,342,1,-1,0,,0,26-35,0.75,3.8,1.6,1.8,29000,−14,137.1
21,nov,2023,35,management,married,tertiary,yes,32,yes,no,cellular,180,1,-1,0,,0,26-35,5.25,4.2,0.3,7.3,33000,−24,158.9
28,jul,2021,39,management,married,tertiary,no,278,no,yes,cellular,60,3,-1,0,,0,36-45,0.1,4.5,7.5,2.6,29600,−15,145.3
17,nov,2023,50,management,married,tertiary,no,4,no,no,cellular,223,1,96,2,failure,0,46-55,5.25,4.2,0.3,7.3,33000,−24,158.9
18,may,2020,29,management,married,tertiary,no,318,yes,no,cellular,1434,2,356,4,failure,0,26-35,0.1,4.9,−9.4,0.9,28500,−34,142.8
6,may,2020,30,services,single,secondary,no,209,yes,no,,30,2,-1,0,,0,26-35,0.1,4.9,−9.4,0.9,28500,−34,142.8
16,may,2020,46,services,married,secondary,no,271,yes,no,,134,4,-1,0,,0,46-55,0.1,4.9,−9.4,0.9,28500,−34,142.8
9,feb,2018,27,management,single,,no,3196,no,no,cellular,10,2,-1,0,,0,26-35,0.75,4.1,1.3,2.5,28200,−9,138.7
2,apr,2019,48,admin.,divorced,secondary,no,4099,no,no,cellular,397,2,-1,0,,1,46-55,0.75,3.8,1.6,1.8,29000,−14,137.1
5,may,2020,26,student,single,secondary,no,2572,yes,no,cellular,620,1,-1,0,,0,26-35,0.1,4.9,−9.4,0.9,28500,−34,142.8
21,nov,2023,36,management,single,tertiary,no,339,no,no,cellular,6,6,-1,0,,0,36-45,5.25,4.2,0.3,7.3,33000,−24,158.9
7,may,2020,42,blue-collar,married,primary,no,0,yes,yes,cellular,209,2,-1,0,,0,36-45,0.1,4.9,−9.4,0.9,28500,−34,142.8
15,may,2020,50,housemaid,married,primary,no,395,yes,no,,419,2,-1,0,,0,46-55,0.1,4.9,−9.4,0.9,28500,−34,142.8
18,nov,2023,49,blue-collar,married,secondary,no,2039,yes,no,cellular,283,2,-1,0,,0,46-55,5.25,4.2,0.3,7.3,33000,−24,158.9
8,aug,2021,45,management,married,tertiary,no,5450,no,no,cellular,188,2,-1,0,,0,36-45,0.1,4.5,7.5,2.6,29600,−15,145.3
16,sep,2022,23,student,single,secondary,no,780,no,no,cellular,267,1,-1,0,,0,18-25,1.75,3.7,4.1,9.1,31000,−41,152.6
7,apr,2019,38,technician,single,secondary,no,0,yes,no,cellular,196,2,-1,0,,0,36-45,0.75,3.8,1.6,1.8,29000,−14,137.1
17,apr,2019,32,management,single,tertiary,no,8436,yes,no,cellular,245,1,149,2,failure,0,26-35,0.75,3.8,1.6,1.8,29000,−14,137.1
26,aug,2021,60,technician,single,primary,no,11262,no,no,cellular,323,1,-1,0,,1,56-65,0.1,4.5,7.5,2.6,29600,−15,145.3
